ensembl_gene_id	hgnc_symbol	chromosome_name
ENSG00000197054	ZNF763	19
ENSG00000197056	ZMYM1	1
ENSG00000197057	DTHD1	4
ENSG00000197061	H4C3	6
ENSG00000197062	ZSCAN26	6
ENSG00000197063	MAFG	17
ENSG00000197070	ARRDC1	9
ENSG00000197077	KIAA1671	22
ENSG00000197081	IGF2R	6
ENSG00000197085	NPSR1-AS1	7
ENSG00000197093	GAL3ST4	7
ENSG00000197099	HRG-AS1	3
ENSG00000197102	DYNC1H1	14
ENSG00000197106	SLC6A17	1
ENSG00000197110	IFNL3	19
ENSG00000197111	PCBP2	12
ENSG00000197114	ZGPAT	20
ENSG00000197119	SLC25A29	14
ENSG00000197121	PGAP1	2
ENSG00000197122	SRC	20
ENSG00000197124	ZNF682	19
ENSG00000197128	ZNF772	19
ENSG00000197134	ZNF257	19
ENSG00000197136	PCNX3	11
ENSG00000197140	ADAM32	8
ENSG00000197142	ACSL5	10
ENSG00000197147	LRRC8B	1
ENSG00000197149		11
ENSG00000197150	ABCB8	7
ENSG00000197153	H3C12	6
ENSG00000197157	SND1	7
ENSG00000197162	ZNF785	16
ENSG00000197165	SULT1A2	16
ENSG00000197168	NEK5	13
ENSG00000197170	PSMD12	17
ENSG00000197176	LINC02291	14
ENSG00000197180	ATP6AP1-DT	X
ENSG00000197181	PIWIL2	8
ENSG00000197182	MIRLET7BHG	22
ENSG00000197183	NOL4L	20
ENSG00000197191	CYSRT1	9
ENSG00000197208	SLC22A4	5
ENSG00000197210		22
ENSG00000197213	ZSCAN5B	19
ENSG00000197217	ENTPD4	8
ENSG00000197223	C1D	2
ENSG00000197226	TBC1D9B	5
ENSG00000197233	OR1J2	9
ENSG00000197238	H4C11	6
ENSG00000197241	SLC2A7	1
ENSG00000197245	FAM110D	1
ENSG00000197249	SERPINA1	14
ENSG00000197251	LINC00336	6
ENSG00000197253	TPSB2	16
ENSG00000197254		11
ENSG00000197256	KANK2	19
ENSG00000197258	EIF4BP6	7
ENSG00000197261	C6orf141	6
ENSG00000197265	GTF2E2	8
ENSG00000197272	IL27	16
ENSG00000197273	GUCA2A	1
ENSG00000197275	RAD54B	8
ENSG00000197279	ZNF165	6
ENSG00000197291	RAMP2-AS1	17
ENSG00000197296	FITM2	20
ENSG00000197299	BLM	15
ENSG00000197301	HMGA2-AS1	12
ENSG00000197302	KRBOX5	16
ENSG00000197308	GATA3-AS1	10
ENSG00000197312	DDI2	1
ENSG00000197320		7
ENSG00000197321	SVIL	10
ENSG00000197323	TRIM33	1
ENSG00000197324	LRP10	14
ENSG00000197329	PELI1	2
ENSG00000197332		19
ENSG00000197334		8
ENSG00000197343	ZNF655	7
ENSG00000197345	MRPL21	11
ENSG00000197353	LYPD2	8
ENSG00000197355	UAP1L1	9
ENSG00000197358	BNIP3P1	14
ENSG00000197360	ZNF98	19
ENSG00000197361	FBXL22	15
ENSG00000197362	ZNF786	7
ENSG00000197363	ZNF517	8
ENSG00000197372	ZNF675	19
ENSG00000197375	SLC22A5	5
ENSG00000197380	DACT3	19
ENSG00000197381	ADARB1	21
ENSG00000197385	ZNF860	3
ENSG00000197386	HTT	4
ENSG00000197405	C5AR1	19
ENSG00000197408	CYP2B6	19
ENSG00000197410	DCHS2	4
ENSG00000197415	VEPH1	3
ENSG00000197417	SHPK	17
ENSG00000197421	GGT3P	22
ENSG00000197429	IPP	1
ENSG00000197442	MAP3K5	6
ENSG00000197446	CYP2F1	19
ENSG00000197448	GSTK1	7
ENSG00000197451	HNRNPAB	5
ENSG00000197457	STMN3	20
ENSG00000197461	PDGFA	7
ENSG00000197462		7
ENSG00000197465	GYPE	4
ENSG00000197467	COL13A1	10
ENSG00000197468	OR7E85BP	4
ENSG00000197471	SPN	16
ENSG00000197472	ZNF695	1
ENSG00000197475	ADAM3A	8
ENSG00000197476		16
ENSG00000197479	PCDHB11	5
ENSG00000197483	ZNF628	19
ENSG00000197496	SLC2A10	20
ENSG00000197497	ZNF665	19
ENSG00000197498	RPF2	6
ENSG00000197503	LINC00477	12
ENSG00000197506	SLC28A3	9
ENSG00000197520	FAM177B	1
ENSG00000197530	MIB2	1
ENSG00000197535	MYO5A	15
ENSG00000197536	IRF1-AS1	5
ENSG00000197540	GZMM	19
ENSG00000197548	ATG7	3
ENSG00000197549	PRAMENP	22
ENSG00000197550		9
ENSG00000197555	SIPA1L1	14
ENSG00000197557	TTC30A	2
ENSG00000197558	SSPOP	7
ENSG00000197561	ELANE	19
ENSG00000197562	RAB40C	16
ENSG00000197563	PIGN	18
ENSG00000197565	COL4A6	X
ENSG00000197566	ZNF624	17
ENSG00000197568	HHLA3	1
ENSG00000197575	RPS17P2	5
ENSG00000197576	HOXA4	7
ENSG00000197579	TOPORS	9
ENSG00000197580	BCO2	11
ENSG00000197582	GPX1P1	X
ENSG00000197585		2
ENSG00000197586	ENTPD6	20
ENSG00000197587	DMBX1	1
ENSG00000197588	KLKP1	19
ENSG00000197594	ENPP1	6
ENSG00000197595	ATP11AUN	13
ENSG00000197599	CCDC154	16
ENSG00000197601	FAR1	11
ENSG00000197603	CPLANE1	5
ENSG00000197608	ZNF841	19
ENSG00000197614	MFAP5	12
ENSG00000197619	ZNF615	19
ENSG00000197620	EOLA1	X
ENSG00000197622	CDC42SE1	1
ENSG00000197627	UBE2Q2P12	15
ENSG00000197629	MPEG1	11
ENSG00000197632	SERPINB2	18
ENSG00000197635	DPP4	2
ENSG00000197644		2
ENSG00000197646	PDCD1LG2	9
ENSG00000197647	ZNF433	19
ENSG00000197653	DNAH10	12
ENSG00000197670		20
ENSG00000197694	SPTAN1	9
ENSG00000197696	NMB	15
ENSG00000197702	PARVA	11
ENSG00000197705	KLHL14	18
ENSG00000197712	FAM114A1	4
ENSG00000197713	RPE	2
ENSG00000197714	ZNF460	19
ENSG00000197721	CR1L	1
ENSG00000197724	PHF2	9
ENSG00000197728	RPS26	12
ENSG00000197734	C14orf178	14
ENSG00000197744	PTMAP2	5
ENSG00000197746	PSAP	10
ENSG00000197747	S100A10	1
ENSG00000197748	CFAP43	10
ENSG00000197753	LHFPL5	6
ENSG00000197756	RPL37A	2
ENSG00000197757	HOXC6	12
ENSG00000197763	TXNRD3	3
ENSG00000197766	CFD	19
ENSG00000197768	STPG3	9
ENSG00000197769	MAP1LC3C	1
ENSG00000197771	MCMBP	10
ENSG00000197774	EME2	16
ENSG00000197776	KLHDC1	14
ENSG00000197779	ZNF81	X
ENSG00000197780	TAF13	1
ENSG00000197782	ZNF780A	19
ENSG00000197785	ATAD3A	1
ENSG00000197794	IGKV7-3	2
ENSG00000197798	FAM118B	11
ENSG00000197808	ZNF461	19
ENSG00000197813		19
ENSG00000197815		17
ENSG00000197816	CCDC180	9
ENSG00000197818	SLC9A8	20
ENSG00000197822	OCLN	5
ENSG00000197826	CFAP299	4
ENSG00000197837	H4-16	12
ENSG00000197838	CYP2A13	19
ENSG00000197841	ZNF181	19
ENSG00000197847	SLC22A20P	11
ENSG00000197852	INKA2	1
ENSG00000197857	ZNF44	19
ENSG00000197858	GPAA1	8
ENSG00000197859	ADAMTSL2	9
ENSG00000197860	SGTB	5
ENSG00000197863	ZNF790	19
ENSG00000197870	PRB3	12
ENSG00000197872	CYRIA	2
ENSG00000197879	MYO1C	17
ENSG00000197880	MDS2	1
ENSG00000197882	OR7E13P	11
ENSG00000197885	NKIRAS1	3
ENSG00000197888	UGT2B17	4
ENSG00000197889	MEIG1	10
ENSG00000197892	KIF13B	8
ENSG00000197893	NRAP	10
ENSG00000197894	ADH5	4
ENSG00000197901	SLC22A6	11
ENSG00000197903	H2BC12	6
ENSG00000197912	SPG7	16
ENSG00000197915	HRNR	1
ENSG00000197921	HES5	1
ENSG00000197927	NBEAP2	2
ENSG00000197928	ZNF677	19
ENSG00000197930	ERO1A	14
ENSG00000197933	ZNF823	19
ENSG00000197935	ZNF311	6
ENSG00000197937	ZNF347	19
ENSG00000197943	PLCG2	16
ENSG00000197948	FCHSD1	5
ENSG00000197951	ZNF71	19
ENSG00000197956	S100A6	1
ENSG00000197958	RPL12	9
ENSG00000197959	DNM3	1
ENSG00000197961	ZNF121	19
ENSG00000197965	MPZL1	1
ENSG00000197969	VPS13A	9
ENSG00000197971	MBP	18
ENSG00000197976	AKAP17A	X
ENSG00000197977	ELOVL2	6
ENSG00000197978	GOLGA6L9	15
ENSG00000197980	LEKR1	3
ENSG00000197982	C1orf122	1
ENSG00000197989	SNHG12	1
ENSG00000197992	CLEC9A	12
ENSG00000197993	KEL	7
ENSG00000198000	NOL8	9
ENSG00000198001	IRAK4	12
ENSG00000198003	ODAD3	19
ENSG00000198010	DLGAP2	8
ENSG00000198015	MRPL42	12
ENSG00000198018	ENTPD7	10
ENSG00000198019	FCGR1BP	1
ENSG00000198021	SPANXA1	X
ENSG00000198026	ZNF335	20
ENSG00000198033	TUBA3C	13
ENSG00000198034	RPS4X	X
ENSG00000198039	ZNF273	7
ENSG00000198040	ZNF84	12
ENSG00000198042	MAK16	8
ENSG00000198046	ZNF667	19
ENSG00000198049	AVPR1B	1
ENSG00000198053	SIRPA	20
ENSG00000198055	GRK6	5
ENSG00000198056	PRIM1	12
ENSG00000198060	MARCHF5	10
ENSG00000198062	POTEH	22
ENSG00000198064	NPIPB13	16
ENSG00000198074	AKR1B10	7
ENSG00000198075	SULT1C4	2
ENSG00000198077	CYP2A7	19
ENSG00000198081	ZBTB14	18
ENSG00000198087	CD2AP	6
ENSG00000198088	NUP62CL	X
ENSG00000198089	SFI1	22
ENSG00000198090	KRTAP4-6	17
ENSG00000198092	TMPRSS11F	4
ENSG00000198093	ZNF649	19
ENSG00000198099	ADH4	4
ENSG00000198105	ZNF248	10
ENSG00000198106		16
ENSG00000198108	CHSY3	5
ENSG00000198113	TOR4A	9
ENSG00000198121	LPAR1	9
ENSG00000198125	MB	22
ENSG00000198130	HIBCH	2
ENSG00000198131	ZNF544	19
ENSG00000198133	TMEM229B	14
ENSG00000198134	PTMAP9	12
ENSG00000198142	SOWAHC	2
ENSG00000198146	ZNF770	15
ENSG00000198153	ZNF849P	19
ENSG00000198155	ZNF876P	4
ENSG00000198156	NPIPB6	16
ENSG00000198157	HMGN5	X
ENSG00000198160	MIER1	1
ENSG00000198162	MAN1A2	1
ENSG00000198168	SVIP	11
ENSG00000198169	ZNF251	8
ENSG00000198171	DDRGK1	20
ENSG00000198176	TFDP1	13
ENSG00000198178	CLEC4C	12
ENSG00000198182	ZNF607	19
ENSG00000198185	ZNF334	20
ENSG00000198189	HSD17B11	4
ENSG00000198198	SZT2	1
ENSG00000198203	SULT1C2	2
ENSG00000198205	ZXDA	X
ENSG00000198208	RPS6KL1	14
ENSG00000198216	CACNA1E	1
ENSG00000198218	QRICH1	3
ENSG00000198221	AFDN-DT	6
ENSG00000198223	CSF2RA	X
ENSG00000198225	FKBP1C	6
ENSG00000198231	DDX42	17
ENSG00000198237	GUSBP13	5
ENSG00000198242	RPL23A	17
ENSG00000198246	SLC29A3	10
ENSG00000198251	CYP2A7P2	19
ENSG00000198252	STYX	14
ENSG00000198258	UBL5	19
ENSG00000198261	OR5BB1P	11
ENSG00000198265	HELZ	17
ENSG00000198270	TMEM116	12
ENSG00000198276	UCKL1	20
ENSG00000198286	CARD11	7
ENSG00000198298	ZNF485	10
ENSG00000198300	PEG3	19
ENSG00000198301	SDAD1	4
ENSG00000198312	BMS1P9	9
ENSG00000198315	ZKSCAN8	6
ENSG00000198324	PHETA1	12
ENSG00000198326	TMEM239	20
ENSG00000198331	HYLS1	11
ENSG00000198336	MYL4	17
ENSG00000198342	ZNF442	19
ENSG00000198346	ZNF813	19
ENSG00000198353	HOXC4	12
ENSG00000198354	DCAF12L2	X
ENSG00000198355	PIM3	22
ENSG00000198356	GET3	19
ENSG00000198358		1
ENSG00000198363	ASPH	8
ENSG00000198369	SPRED2	2
ENSG00000198373	WWP2	16
ENSG00000198380	GFPT1	2
ENSG00000198382	UVRAG	11
ENSG00000198393	ZNF26	12
ENSG00000198399	ITSN2	2
ENSG00000198400	NTRK1	1
ENSG00000198406	BZW1P2	3
ENSG00000198408	OGA	10
ENSG00000198414	TATDN2P1	X
ENSG00000198416	ZNF658B	9
ENSG00000198417	MT1F	16
ENSG00000198420	TCAF1	7
ENSG00000198429	ZNF69	19
ENSG00000198431	TXNRD1	12
ENSG00000198435	NRARP	9
ENSG00000198440	ZNF583	19
ENSG00000198453	ZNF568	19
ENSG00000198454	LINC02692	9
ENSG00000198455	ZXDB	X
ENSG00000198464	ZNF480	19
ENSG00000198466	ZNF587	19
ENSG00000198467	TPM2	9
ENSG00000198468	FLVCR1-DT	1
ENSG00000198478	SH3BGRL2	6
ENSG00000198482	ZNF808	19
ENSG00000198483	ANKRD35	1
ENSG00000198488	B3GNT6	11
ENSG00000198491		3
ENSG00000198492	YTHDF2	1
ENSG00000198496	NBR2	17
ENSG00000198498	TMA16	4
ENSG00000198502	HLA-DRB5	6
ENSG00000198513	ATL1	14
ENSG00000198515	CNGA1	4
ENSG00000198517	MAFK	7
ENSG00000198520	ARMH1	1
ENSG00000198521	ZNF43	19
ENSG00000198522	GPN1	2
ENSG00000198523	PLN	6
ENSG00000198526	PABPC1P2	2
ENSG00000198535	C2CD4A	15
ENSG00000198538	ZNF28	19
ENSG00000198546	ZNF511	10
ENSG00000198547	C20orf203	20
ENSG00000198551	ZNF627	19
ENSG00000198553	KCNRG	13
ENSG00000198554	WDHD1	14
ENSG00000198556	ZNF789	7
ENSG00000198561	CTNND1	11
ENSG00000198563	DDX39B	6
ENSG00000198569	SLC34A3	9
ENSG00000198570	RD3	1
ENSG00000198574	SH2D1B	1
ENSG00000198576	ARC	8
ENSG00000198580		7
ENSG00000198585	NUDT16	3
ENSG00000198586	TLK1	2
ENSG00000198589	LRBA	4
ENSG00000198590	APRG1	3
ENSG00000198597	ZNF536	19
ENSG00000198598	MMP17	12
ENSG00000198604	BAZ1A	14
ENSG00000198610	AKR1C4	10
ENSG00000198612	COPS8	2
ENSG00000198618	PPIAP22	21
ENSG00000198624	CCDC69	5
ENSG00000198625	MDM4	1
ENSG00000198626	RYR2	1
ENSG00000198633	ZNF534	19
ENSG00000198642	KLHL9	9
ENSG00000198643	FAM3D	3
ENSG00000198646	NCOA6	20
ENSG00000198648	STK39	2
ENSG00000198650	TAT	16
ENSG00000198658	ABHD17AP1	1
ENSG00000198663	C6orf89	6
ENSG00000198668	CALM1	14
ENSG00000198670	LPA	6
ENSG00000198671		12
ENSG00000198673	TAFA2	12
ENSG00000198677	TTC37	5
ENSG00000198680	TUSC1	9
ENSG00000198682	PAPSS2	10
ENSG00000198685	LINC01565	3
ENSG00000198689	SLC9A6	X
ENSG00000198690	FAN1	15
ENSG00000198691	ABCA4	1
ENSG00000198692	EIF1AY	Y
ENSG00000198695	MT-ND6	MT
ENSG00000198700	IPO9	1
ENSG00000198707	CEP290	12
ENSG00000198711	SSBP3-AS1	1
ENSG00000198712	MT-CO2	MT
ENSG00000198715	GLMP	1
ENSG00000198718	TOGARAM1	14
ENSG00000198719	DLL1	6
ENSG00000198720	ANKRD13B	17
ENSG00000198721	ECI2	6
ENSG00000198722	UNC13B	9
ENSG00000198723	TEX45	19
ENSG00000198727	MT-CYB	MT
ENSG00000198728	LDB1	10
ENSG00000198729	PPP1R14C	6
ENSG00000198730	CTR9	11
ENSG00000198732	SMOC1	14
ENSG00000198734	F5	1
ENSG00000198736	MSRB1	16
ENSG00000198740	ZNF652	17
ENSG00000198742	SMURF1	7
ENSG00000198743	SLC5A3	21
ENSG00000198744	MTCO3P12	1
ENSG00000198746	GPATCH3	1
ENSG00000198752	CDC42BPB	14
ENSG00000198753	PLXNB3	X
ENSG00000198754	OXCT2	1
ENSG00000198755	RPL10A	6
ENSG00000198756	COLGALT2	1
ENSG00000198758	EPS8L3	1
ENSG00000198759	EGFL6	X
ENSG00000198763	MT-ND2	MT
ENSG00000198765	SYCP1	1
ENSG00000198768	APCDD1L	20
ENSG00000198771	RCSD1	1
ENSG00000198774	RASSF9	12
ENSG00000198780	FAM169A	5
ENSG00000198783	ZNF830	17
ENSG00000198785	GRIN3A	9
ENSG00000198786	MT-ND5	MT
ENSG00000198787	OR7E103P	4
ENSG00000198788	MUC2	11
ENSG00000198791	CNOT7	8
ENSG00000198792	TMEM184B	22
ENSG00000198793	MTOR	1
ENSG00000198794	SCAMP5	15
ENSG00000198795	ZNF521	18
ENSG00000198796	ALPK2	18
ENSG00000198799	LRIG2	1
ENSG00000198804	MT-CO1	MT
ENSG00000198805	PNP	14
ENSG00000198807	PAX9	14
ENSG00000198814	GK	X
ENSG00000198815	FOXJ3	1
ENSG00000198816	ZNF358	19
ENSG00000198818	SFT2D1	6
ENSG00000198821	CD247	1
ENSG00000198822	GRM3	7
ENSG00000198824	CHAMP1	13
ENSG00000198825	INPP5F	10
ENSG00000198826	ARHGAP11A	15
ENSG00000198829	SUCNR1	3
ENSG00000198830	HMGN2	1
ENSG00000198832	SELENOM	22
ENSG00000198833	UBE2J1	6
ENSG00000198835	GJC2	1
ENSG00000198836	OPA1	3
ENSG00000198837	DENND4B	1
ENSG00000198838	RYR3	15
ENSG00000198839	ZNF277	7
ENSG00000198840	MT-ND3	MT
ENSG00000198841	KTI12	1
ENSG00000198842	STYXL2	1
ENSG00000198843	SELENOT	3
ENSG00000198844	ARHGEF15	17
ENSG00000198846	TOX	8
ENSG00000198848	CES1	16
ENSG00000198851	CD3E	11
ENSG00000198853	RUSC2	9
ENSG00000198855	FICD	12
ENSG00000198856	OSTC	4
ENSG00000198858	R3HDM4	19
ENSG00000198860	TSEN15	1
ENSG00000198862	LTN1	21
ENSG00000198863	RUNDC1	17
ENSG00000198865	CCDC152	5
ENSG00000198868	MTND4LP30	5
ENSG00000198870	STKLD1	9
ENSG00000198873	GRK5	10
ENSG00000198874	TYW1	7
ENSG00000198876	DCAF12	9
ENSG00000198879	SFMBT2	10
ENSG00000198881	ASB12	X
ENSG00000198883	PNMA5	X
ENSG00000198885	ITPRIPL1	2
ENSG00000198886	MT-ND4	MT
ENSG00000198887	SMC5	9
ENSG00000198888	MT-ND1	MT
ENSG00000198890	PRMT6	1
ENSG00000198892	SHISA4	1
ENSG00000198894	CIPC	14
ENSG00000198898	CAPZA2	7
ENSG00000198899	MT-ATP6	MT
ENSG00000198900	TOP1	20
ENSG00000198901	PRC1	15
ENSG00000198908	BHLHB9	X
ENSG00000198909	MAP3K3	17
ENSG00000198910	L1CAM	X
ENSG00000198911	SREBF2	22
ENSG00000198912	C1orf174	1
ENSG00000198914	POU3F3	2
ENSG00000198915	RASGEF1A	10
ENSG00000198917	SPOUT1	9
ENSG00000198918	RPL39	X
ENSG00000198919	DZIP3	3
ENSG00000198920	KIAA0753	17
ENSG00000198923		12
ENSG00000198924	DCLRE1A	10
ENSG00000198925	ATG9A	2
ENSG00000198929	NOS1AP	1
ENSG00000198931	APRT	16
ENSG00000198932	GPRASP1	X
ENSG00000198933	TBKBP1	17
ENSG00000198934	MAGEE1	X
ENSG00000198937	CCDC167	6
ENSG00000198938	MT-CO3	MT
ENSG00000198939	ZFP2	5
ENSG00000198945	L3MBTL3	6
ENSG00000198947	DMD	X
ENSG00000198948	MFAP3L	4
ENSG00000198951	NAGA	22
ENSG00000198952	SMG5	1
ENSG00000198954	KIFBP	10
ENSG00000198959	TGM2	20
ENSG00000198960	ARMCX6	X
ENSG00000198961	PJA2	5
ENSG00000198963	RORB	9
ENSG00000198964	SGMS1	10
ENSG00000198974	MIR30E	1
ENSG00000198984	MIR345	14
ENSG00000198987	MIR16-2	3
ENSG00000198995	MIR340	5
ENSG00000199023	MIR339	7
ENSG00000199024	MIR103A2	20
ENSG00000199032	MIR425	3
ENSG00000199035	MIR103A1	5
ENSG00000199036	MIR219A1	6
ENSG00000199038	MIR210	11
ENSG00000199047	MIR378A	5
ENSG00000199051	MIR361	X
ENSG00000199053	MIR324	17
ENSG00000199072	MIRLET7F1	9
ENSG00000199075	MIR26A1	3
ENSG00000199082	MIR342	14
ENSG00000199085	MIR148A	7
ENSG00000199090	MIR326	11
ENSG00000199102	MIR302C	4
ENSG00000199121	MIR26B	2
ENSG00000199122	MIR148B	12
ENSG00000199130	MIR365A	16
ENSG00000199133	MIRLET7D	9
ENSG00000199135	MIR101-1	1
ENSG00000199145	MIR302D	4
ENSG00000199150	MIRLET7G	3
ENSG00000199158	MIR96	7
ENSG00000199165	MIRLET7A1	9
ENSG00000199168	MIR374A	X
ENSG00000199169	MIR367	4
ENSG00000199172	MIR331	12
ENSG00000199177	MIR31	9
ENSG00000199179	MIRLET7I	12
ENSG00000199201		10
ENSG00000199218	RN7SKP184	20
ENSG00000199226	RNU6-50P	X
ENSG00000199240	RNA5SP46	1
ENSG00000199248	RNU6-28P	22
ENSG00000199266	SNORA60	20
ENSG00000199279	RNU6-661P	5
ENSG00000199283	RNU1-58P	7
ENSG00000199289	RNU6-502P	6
ENSG00000199290		6
ENSG00000199301	RNU6-208P	16
ENSG00000199313	RNU4-82P	9
ENSG00000199319	RN7SKP25	3
ENSG00000199325	RNU4-39P	11
ENSG00000199326	RNU6-1298P	4
ENSG00000199331		9
ENSG00000199332		6
ENSG00000199335	RNU6-204P	4
ENSG00000199347	RNU5E-1	1
ENSG00000199349		1
ENSG00000199350	RNA5SP432	16
ENSG00000199352	RNA5S1	1
ENSG00000199354	RNA5SP273	8
ENSG00000199357		18
ENSG00000199360	RNU6-1115P	6
ENSG00000199362		11
ENSG00000199366		18
ENSG00000199370		7
ENSG00000199377	RNU5F-1	1
ENSG00000199381	RNU6-79P	13
ENSG00000199394	RNU6-600P	12
ENSG00000199405	SNORA1B	8
ENSG00000199411		9
ENSG00000199415	RNA5SP370	12
ENSG00000199424		X
ENSG00000199436	SNORD9	14
ENSG00000199461		14
ENSG00000199466		10
ENSG00000199470		7
ENSG00000199472		14
ENSG00000199473		7
ENSG00000199475	RN7SKP104	7
ENSG00000199476		3
ENSG00000199477	SNORA31	13
ENSG00000199490		20
ENSG00000199497	RNU1-94P	20
ENSG00000199506	RNU6-247P	12
ENSG00000199509	RNA5SP477	20
ENSG00000199514	RNU6-235P	3
ENSG00000199525	RNA5SP295	9
ENSG00000199530		4
ENSG00000199535	RNA5SP305	10
ENSG00000199536	RNU6-315P	3
ENSG00000199545	RNA5SP195	5
ENSG00000199550		11
ENSG00000199552		5
ENSG00000199562	RNU6-37P	1
ENSG00000199565		1
ENSG00000199566		12
ENSG00000199568	RNU5A-1	15
ENSG00000199572	RNA5SP174	4
ENSG00000199591		3
ENSG00000199594	RNU6-1301P	3
ENSG00000199598	RNU6-859P	21
ENSG00000199603	RNU6-951P	2
ENSG00000199627	RNU6-1010P	7
ENSG00000199630		6
ENSG00000199636		18
ENSG00000199638	RNA5SP319	10
ENSG00000199643	RNU4-90P	5
ENSG00000199646	RNU6-1272P	7
ENSG00000199652	RNU1-35P	8
ENSG00000199667		8
ENSG00000199674	RNU6-862P	17
ENSG00000199676		20
ENSG00000199683	RN7SKP185	20
ENSG00000199687	RNU1-38P	2
ENSG00000199691	RN7SKP173	20
ENSG00000199695	RNU6-1128P	22
ENSG00000199697	RNU6-446P	17
ENSG00000199700	RNU6-223P	7
ENSG00000199709	RNU4-23P	11
ENSG00000199711		7
ENSG00000199715		6
ENSG00000199719	RN7SKP74	20
ENSG00000199730	RN7SKP95	15
ENSG00000199731	RNU6-1079P	5
ENSG00000199732		8
ENSG00000199733	RNA5SP307	10
ENSG00000199751		X
ENSG00000199753	SNORD104	17
ENSG00000199773	RNU1-76P	5
ENSG00000199781		2
ENSG00000199783		22
ENSG00000199787	SNORA80C	16
ENSG00000199788	RNY3P2	13
ENSG00000199804	RNA5SP383	14
ENSG00000199805	RNU1-134P	20
ENSG00000199806	RNA5SP491	21
ENSG00000199824	RNU6-199P	12
ENSG00000199845	RNA5SP375	12
ENSG00000199846	RNU1-72P	7
ENSG00000199851		6
ENSG00000199855	RNU6-490P	10
ENSG00000199856		18
ENSG00000199865	RNU6-495P	22
ENSG00000199866		2
ENSG00000199867		18
ENSG00000199872	RNU6-942P	2
ENSG00000199874	RNA5SP452	18
ENSG00000199875		11
ENSG00000199879	RNVU1-22	1
ENSG00000199881		10
ENSG00000199883	RN7SKP90	11
ENSG00000199886	RNU6-249P	12
ENSG00000199890		1
ENSG00000199906	RNU5B-2P	3
ENSG00000199920	RNU4-44P	X
ENSG00000199932	RNU1-18P	6
ENSG00000199933	RNY1P16	12
ENSG00000199938		6
ENSG00000199944	RNU6-653P	6
ENSG00000199953	RNA5SP443	17
ENSG00000199961	SNORD1B	17
ENSG00000199977		18
ENSG00000199979		16
ENSG00000199990	VTRNA1-1	5
ENSG00000200026		9
ENSG00000200029	RNU6-642P	2
ENSG00000200033	RNU6-403P	1
ENSG00000200036	RNA5SP65	1
ENSG00000200058	RNA5SP218	6
ENSG00000200059		16
ENSG00000200062	RNU4-58P	16
ENSG00000200063		17
ENSG00000200065		5
ENSG00000200075		8
ENSG00000200086	RNU6-433P	2
ENSG00000200087	SNORA73B	1
ENSG00000200090		11
ENSG00000200091	RN7SKP163	6
ENSG00000200095	RNU6-181P	15
ENSG00000200113		7
ENSG00000200114	RNA5SP123	3
ENSG00000200118		3
ENSG00000200120		15
ENSG00000200135		12
ENSG00000200138	RNY1P10	16
ENSG00000200142		15
ENSG00000200152	RNU6-216P	11
ENSG00000200156	RNU5B-1	15
ENSG00000200164		16
ENSG00000200169	RNU5D-1	1
ENSG00000200170		10
ENSG00000200175	RNU6-1309P	1
ENSG00000200176	RNU1-19P	10
ENSG00000200179		19
ENSG00000200183	RNU6-238P	12
ENSG00000200184	RNU1-20P	3
ENSG00000200204	RNU1-22P	16
ENSG00000200208		20
ENSG00000200209		19
ENSG00000200213	RNU6-992P	21
ENSG00000200220	RNU6-179P	1
ENSG00000200225	RNA5SP382	14
ENSG00000200237		19
ENSG00000200241		2
ENSG00000200243	RN7SKP79	5
ENSG00000200247	RNU6-254P	12
ENSG00000200250	RNU6-1147P	2
ENSG00000200253	RNU6-529P	10
ENSG00000200256		11
ENSG00000200257	RNU6-97P	17
ENSG00000200261		9
ENSG00000200269	RNU6-838P	4
ENSG00000200275	RNA5SP199	5
ENSG00000200294		10
ENSG00000200296	RNU1-83P	12
ENSG00000200301	RNA5SP483	20
ENSG00000200303	RNU6-940P	12
ENSG00000200304	RNU6-1255P	8
ENSG00000200309		12
ENSG00000200312	RN7SKP255	14
ENSG00000200332		22
ENSG00000200334		5
ENSG00000200344		1
ENSG00000200345	RNU6-485P	12
ENSG00000200350	RNU6-1285P	4
ENSG00000200351		5
ENSG00000200354	SNORA71D	20
ENSG00000200355		3
ENSG00000200370	RNA5S17	1
ENSG00000200376	RNU5E-10P	11
ENSG00000200378	RNU5B-4P	5
ENSG00000200388	RNU6-618P	12
ENSG00000200389	RNU6-509P	3
ENSG00000200390		2
ENSG00000200391		15
ENSG00000200394	SNORA38B	17
ENSG00000200397		7
ENSG00000200403	RNU6-1099P	1
ENSG00000200407	RNU6-1169P	15
ENSG00000200408	RNA5SP74	1
ENSG00000200419		15
ENSG00000200428		12
ENSG00000200446	RNU6-1085P	7
ENSG00000200448		22
ENSG00000200455	RNU6-1112P	4
ENSG00000200483	RNU6-1017P	12
ENSG00000200485		11
ENSG00000200488	RN7SKP203	2
ENSG00000200496		11
ENSG00000200502		9
ENSG00000200506		14
ENSG00000200508		1
ENSG00000200516	RNA5SP378	12
ENSG00000200520	RNU6-1214P	4
ENSG00000200522	RNU6-957P	6
ENSG00000200525	RNU6-1209P	8
ENSG00000200534	SNORA33	6
ENSG00000200536		1
ENSG00000200537	RNY4P6	11
ENSG00000200538		17
ENSG00000200544		9
ENSG00000200550	RNU6-137P	2
ENSG00000200552		7
